dep;jour;P;T;cl_age90
06;2020-06-08;1;108;49
06;2020-06-08;1;143;59
06;2020-06-08;0;142;69
06;2020-06-08;1;163;79
06;2020-06-08;0;118;89
06;2020-06-08;0;44;90
06;2020-06-08;4;997;0
06;2020-06-09;0;26;09
06;2020-06-09;0;36;19
06;2020-06-09;1;60;29
06;2020-06-09;0;76;39
06;2020-06-09;1;93;49
06;2020-06-09;0;93;59
06;2020-06-09;1;87;69
06;2020-06-09;0;112;79
06;2020-06-09;1;110;89
06;2020-06-09;0;65;90
06;2020-06-09;4;758;0
06;2020-06-10;1;31;09
06;2020-06-10;0;40;19
06;2020-06-10;1;61;29
06;2020-06-10;1;66;39
06;2020-06-10;1;90;49
06;2020-06-10;0;89;59
06;2020-06-10;1;88;69
06;2020-06-10;1;85;79
06;2020-06-10;0;67;89
06;2020-06-10;1;34;90
06;2020-06-10;7;651;0
06;2020-06-11;0;28;09
06;2020-06-11;0;32;19
06;2020-06-11;0;51;29
06;2020-06-11;0;80;39
06;2020-06-11;0;86;49
06;2020-06-11;2;107;59
06;2020-06-11;0;74;69
06;2020-06-11;0;72;79
06;2020-06-11;0;65;89
06;2020-06-11;2;35;90
06;2020-06-11;4;630;0
06;2020-06-12;0;23;09
06;2020-06-12;1;39;19
06;2020-06-12;1;82;29
06;2020-06-12;0;80;39
06;2020-06-12;0;80;49
06;2020-06-12;0;112;59
06;2020-06-12;0;129;69
06;2020-06-12;0;132;79
06;2020-06-12;0;94;89
06;2020-06-12;0;33;90
06;2020-06-12;2;804;0
06;2020-06-13;0;5;09
06;2020-06-13;0;8;19
06;2020-06-13;0;31;29
06;2020-06-13;0;30;39
06;2020-06-13;0;29;49
06;2020-06-13;0;45;59
06;2020-06-13;0;44;69
06;2020-06-13;0;57;79
06;2020-06-13;0;38;89
06;2020-06-13;0;15;90
06;2020-06-13;0;302;0
06;2020-06-14;0;11;09
06;2020-06-14;0;5;19
06;2020-06-14;0;1;29
06;2020-06-14;0;5;39
06;2020-06-14;0;5;49
06;2020-06-14;0;10;59
06;2020-06-14;0;9;69
06;2020-06-14;0;17;79
06;2020-06-14;1;20;89
06;2020-06-14;0;11;90
06;2020-06-14;1;94;0
06;2020-06-15;0;46;09
06;2020-06-15;0;46;19
06;2020-06-15;1;81;29
06;2020-06-15;0;90;39
06;2020-06-15;0;88;49
06;2020-06-15;0;109;59
06;2020-06-15;0;125;69
06;2020-06-15;0;145;79
06;2020-06-15;0;91;89
06;2020-06-15;0;38;90
06;2020-06-15;1;859;0
06;2020-06-16;0;29;09
06;2020-06-16;0;31;19
06;2020-06-16;0;60;29
06;2020-06-16;1;83;39
06;2020-06-16;0;84;49
06;2020-06-16;0;106;59
06;2020-06-16;0;92;69
06;2020-06-16;0;106;79
06;2020-06-16;0;80;89
06;2020-06-16;0;37;90
06;2020-06-16;1;708;0
06;2020-06-17;0;24;09
06;2020-06-17;0;42;19
06;2020-06-17;1;57;29
06;2020-06-17;0;64;39
06;2020-06-17;0;53;49
06;2020-06-17;0;76;59
06;2020-06-17;0;75;69
06;2020-06-17;0;73;79
06;2020-06-17;0;64;89
06;2020-06-17;1;43;90
06;2020-06-17;2;572;0
06;2020-06-18;0;32;09
06;2020-06-18;0;22;19
06;2020-06-18;0;49;29
06;2020-06-18;0;48;39
06;2020-06-18;0;58;49
06;2020-06-18;0;66;59
06;2020-06-18;0;64;69
06;2020-06-18;0;83;79
06;2020-06-18;0;67;89
06;2020-06-18;0;26;90
06;2020-06-18;0;515;0
06;2020-06-19;0;39;09
06;2020-06-19;0;44;19
06;2020-06-19;1;57;29
06;2020-06-19;0;82;39
06;2020-06-19;1;67;49
06;2020-06-19;1;89;59
06;2020-06-19;0;118;69
06;2020-06-19;2;160;79
06;2020-06-19;0;75;89
06;2020-06-19;0;37;90
06;2020-06-19;5;768;0
06;2020-06-20;0;12;09
06;2020-06-20;0;12;19
06;2020-06-20;0;17;29
06;2020-06-20;0;30;39
06;2020-06-20;0;29;49
06;2020-06-20;0;44;59
06;2020-06-20;0;44;69
06;2020-06-20;0;46;79
06;2020-06-20;0;40;89
06;2020-06-20;0;17;90
06;2020-06-20;0;291;0
06;2020-06-21;0;4;09
06;2020-06-21;0;8;19
06;2020-06-21;0;8;29
06;2020-06-21;0;8;39
06;2020-06-21;0;7;49
06;2020-06-21;0;10;59
06;2020-06-21;0;7;69
06;2020-06-21;0;22;79
06;2020-06-21;0;22;89
06;2020-06-21;0;12;90
06;2020-06-21;0;108;0
06;2020-06-22;0;31;09
06;2020-06-22;1;54;19
06;2020-06-22;0;73;29
06;2020-06-22;0;85;39
06;2020-06-22;0;106;49
06;2020-06-22;0;101;59
06;2020-06-22;0;95;69
06;2020-06-22;0;123;79
06;2020-06-22;1;100;89
06;2020-06-22;0;27;90
06;2020-06-22;2;795;0
06;2020-06-23;0;31;09
06;2020-06-23;0;32;19
06;2020-06-23;0;67;29
06;2020-06-23;1;68;39
06;2020-06-23;0;87;49
06;2020-06-23;0;106;59
06;2020-06-23;0;99;69
06;2020-06-23;0;84;79
06;2020-06-23;0;83;89
06;2020-06-23;0;37;90
06;2020-06-23;1;694;0
06;2020-06-24;0;37;09
06;2020-06-24;0;37;19
06;2020-06-24;2;56;29
06;2020-06-24;1;77;39
06;2020-06-24;0;69;49
06;2020-06-24;0;88;59
06;2020-06-24;0;70;69
06;2020-06-24;0;95;79
06;2020-06-24;0;54;89
06;2020-06-24;0;26;90
06;2020-06-24;3;609;0
06;2020-06-25;0;17;09
06;2020-06-25;0;46;19
06;2020-06-25;0;43;29
06;2020-06-25;1;64;39
06;2020-06-25;0;51;49
06;2020-06-25;2;55;59
06;2020-06-25;0;71;69
06;2020-06-25;0;57;79
06;2020-06-25;0;41;89
06;2020-06-25;0;16;90
06;2020-06-25;3;461;0
06;2020-06-26;1;40;09
06;2020-06-26;1;48;19
06;2020-06-26;0;71;29
06;2020-06-26;1;89;39
06;2020-06-26;1;102;49
06;2020-06-26;0;99;59
06;2020-06-26;0;95;69
06;2020-06-26;0;121;79
06;2020-06-26;0;93;89
06;2020-06-26;0;49;90
06;2020-06-26;4;807;0
06;2020-06-27;0;19;09
06;2020-06-27;0;23;19
06;2020-06-27;0;29;29
06;2020-06-27;0;33;39
06;2020-06-27;0;43;49
06;2020-06-27;0;41;59
06;2020-06-27;0;43;69
06;2020-06-27;0;52;79
06;2020-06-27;0;42;89
06;2020-06-27;0;12;90
06;2020-06-27;0;337;0
06;2020-06-28;0;6;09
06;2020-06-28;0;11;19
06;2020-06-28;0;9;29
06;2020-06-28;0;14;39
06;2020-06-28;0;6;49
06;2020-06-28;0;13;59
06;2020-06-28;0;13;69
06;2020-06-28;0;17;79
06;2020-06-28;0;17;89
06;2020-06-28;0;11;90
06;2020-06-28;0;117;0
06;2020-06-29;0;97;09
06;2020-06-29;0;110;19
06;2020-06-29;1;106;29
06;2020-06-29;0;138;39
06;2020-06-29;0;126;49
06;2020-06-29;1;146;59
06;2020-06-29;0;189;69
06;2020-06-29;0;153;79
06;2020-06-29;0;87;89
06;2020-06-29;0;37;90
06;2020-06-29;2;1189;0
06;2020-06-30;0;99;09
06;2020-06-30;1;89;19
06;2020-06-30;1;95;29
06;2020-06-30;0;146;39
06;2020-06-30;0;129;49
06;2020-06-30;1;117;59
06;2020-06-30;1;117;69
06;2020-06-30;0;111;79
06;2020-06-30;0;66;89
06;2020-06-30;0;26;90
06;2020-06-30;4;995;0
06;2020-07-01;0;69;09
06;2020-07-01;1;103;19
06;2020-07-01;0;93;29
06;2020-07-01;0;97;39
06;2020-07-01;0;75;49
06;2020-07-01;0;87;59
06;2020-07-01;0;84;69
06;2020-07-01;0;88;79
06;2020-07-01;1;50;89
06;2020-07-01;0;20;90
06;2020-07-01;2;766;0
06;2020-07-02;0;93;09
06;2020-07-02;1;96;19
06;2020-07-02;0;96;29
06;2020-07-02;0;101;39
06;2020-07-02;0;75;49
06;2020-07-02;0;105;59
06;2020-07-02;1;103;69
06;2020-07-02;0;83;79
06;2020-07-02;0;69;89
06;2020-07-02;0;16;90
06;2020-07-02;2;837;0
06;2020-07-03;1;66;09
06;2020-07-03;0;62;19
06;2020-07-03;0;93;29
06;2020-07-03;0;102;39
06;2020-07-03;0;100;49
06;2020-07-03;0;108;59
06;2020-07-03;0;107;69
06;2020-07-03;0;110;79
06;2020-07-03;0;102;89
06;2020-07-03;1;50;90
06;2020-07-03;2;900;0
06;2020-07-04;0;29;09
06;2020-07-04;0;36;19
06;2020-07-04;1;48;29
06;2020-07-04;0;48;39
06;2020-07-04;0;37;49
06;2020-07-04;0;54;59
06;2020-07-04;0;42;69
06;2020-07-04;0;37;79
06;2020-07-04;1;33;89
06;2020-07-04;0;12;90
06;2020-07-04;2;376;0
06;2020-07-05;0;8;09
06;2020-07-05;0;8;19
06;2020-07-05;0;8;29
06;2020-07-05;0;7;39
06;2020-07-05;0;6;49
06;2020-07-05;0;4;59
06;2020-07-05;0;9;69
06;2020-07-05;0;16;79
06;2020-07-05;0;20;89
06;2020-07-05;0;9;90
06;2020-07-05;0;95;0
06;2020-07-06;0;83;09
06;2020-07-06;0;88;19
06;2020-07-06;0;91;29
06;2020-07-06;1;119;39
06;2020-07-06;1;147;49
06;2020-07-06;1;124;59
06;2020-07-06;0;112;69
06;2020-07-06;0;143;79
06;2020-07-06;0;95;89
06;2020-07-06;0;41;90
06;2020-07-06;3;1043;0
06;2020-07-07;0;91;09
06;2020-07-07;0;70;19
06;2020-07-07;0;87;29
06;2020-07-07;0;137;39
06;2020-07-07;0;98;49
06;2020-07-07;0;112;59
06;2020-07-07;1;96;69
06;2020-07-07;1;116;79
06;2020-07-07;0;80;89
06;2020-07-07;1;44;90
06;2020-07-07;3;931;0
06;2020-07-08;0;68;09
06;2020-07-08;0;100;19
06;2020-07-08;0;102;29
06;2020-07-08;1;144;39
06;2020-07-08;0;106;49
06;2020-07-08;0;123;59
06;2020-07-08;0;98;69
06;2020-07-08;0;81;79
06;2020-07-08;0;63;89
06;2020-07-08;0;17;90
06;2020-07-08;1;903;0
06;2020-07-09;0;88;09
06;2020-07-09;2;107;19
06;2020-07-09;4;105;29
06;2020-07-09;2;132;39
06;2020-07-09;0;103;49
06;2020-07-09;0;116;59
06;2020-07-09;1;103;69
06;2020-07-09;2;104;79
06;2020-07-09;1;78;89
06;2020-07-09;0;32;90
06;2020-07-09;12;968;0
06;2020-07-10;0;97;09
06;2020-07-10;1;108;19
06;2020-07-10;0;84;29
06;2020-07-10;0;151;39
06;2020-07-10;1;96;49
06;2020-07-10;0;120;59
06;2020-07-10;0;127;69
06;2020-07-10;0;129;79
06;2020-07-10;0;75;89
06;2020-07-10;1;29;90
06;2020-07-10;3;1016;0
06;2020-07-11;0;43;09
06;2020-07-11;0;34;19
06;2020-07-11;0;64;29
06;2020-07-11;0;71;39
06;2020-07-11;0;49;49
06;2020-07-11;1;60;59
06;2020-07-11;0;53;69
06;2020-07-11;1;48;79
06;2020-07-11;0;35;89
06;2020-07-11;0;21;90
06;2020-07-11;2;478;0
06;2020-07-12;0;11;09
06;2020-07-12;0;10;19
06;2020-07-12;0;6;29
06;2020-07-12;0;17;39
06;2020-07-12;0;9;49
06;2020-07-12;0;8;59
06;2020-07-12;0;17;69
06;2020-07-12;0;19;79
06;2020-07-12;0;23;89
06;2020-07-12;0;7;90
06;2020-07-12;0;127;0
06;2020-07-13;0;82;09
06;2020-07-13;0;124;19
06;2020-07-13;0;153;29
06;2020-07-13;1;210;39
06;2020-07-13;3;168;49
06;2020-07-13;1;169;59
06;2020-07-13;1;156;69
06;2020-07-13;0;162;79
06;2020-07-13;1;95;89
06;2020-07-13;0;30;90
06;2020-07-13;7;1349;0
06;2020-07-14;0;8;09
06;2020-07-14;0;9;19
06;2020-07-14;1;14;29
06;2020-07-14;0;17;39
06;2020-07-14;0;23;49
06;2020-07-14;0;20;59
06;2020-07-14;1;16;69
06;2020-07-14;0;19;79
06;2020-07-14;0;24;89
06;2020-07-14;0;7;90
06;2020-07-14;2;157;0
06;2020-07-15;0;66;09
06;2020-07-15;1;137;19
06;2020-07-15;1;167;29
06;2020-07-15;2;194;39
06;2020-07-15;1;153;49
06;2020-07-15;1;137;59
06;2020-07-15;1;130;69
06;2020-07-15;0;126;79
06;2020-07-15;1;62;89
06;2020-07-15;0;21;90
06;2020-07-15;8;1196;0
06;2020-07-16;0;89;09
06;2020-07-16;0;99;19
06;2020-07-16;0;149;29
06;2020-07-16;1;193;39
06;2020-07-16;3;158;49
06;2020-07-16;0;155;59
06;2020-07-16;0;110;69
06;2020-07-16;1;126;79
06;2020-07-16;0;77;89
06;2020-07-16;0;29;90
06;2020-07-16;5;1185;0
06;2020-07-17;0;56;09
06;2020-07-17;1;135;19
06;2020-07-17;0;159;29
06;2020-07-17;4;208;39
06;2020-07-17;3;168;49
06;2020-07-17;1;153;59
06;2020-07-17;4;166;69
06;2020-07-17;3;133;79
06;2020-07-17;0;83;89
06;2020-07-17;0;35;90
06;2020-07-17;16;1296;0
06;2020-07-18;1;39;09
06;2020-07-18;0;50;19
06;2020-07-18;0;50;29
06;2020-07-18;0;65;39
06;2020-07-18;2;64;49
06;2020-07-18;0;61;59
06;2020-07-18;0;56;69
06;2020-07-18;2;68;79
06;2020-07-18;0;43;89
06;2020-07-18;0;14;90
06;2020-07-18;5;511;0
06;2020-07-19;0;14;09
06;2020-07-19;0;15;19
06;2020-07-19;0;14;29
06;2020-07-19;0;15;39
06;2020-07-19;0;14;49
06;2020-07-19;0;12;59
06;2020-07-19;0;13;69
06;2020-07-19;0;11;79
06;2020-07-19;2;14;89
06;2020-07-19;0;18;90
06;2020-07-19;2;140;0
06;2020-07-20;0;68;09
06;2020-07-20;0;161;19
06;2020-07-20;3;200;29
06;2020-07-20;3;253;39
06;2020-07-20;1;224;49
06;2020-07-20;4;214;59
06;2020-07-20;3;184;69
06;2020-07-20;1;179;79
06;2020-07-20;1;115;89
06;2020-07-20;0;38;90
06;2020-07-20;16;1636;0
06;2020-07-21;0;65;09
06;2020-07-21;1;114;19
06;2020-07-21;4;203;29
06;2020-07-21;2;213;39
06;2020-07-21;1;154;49
06;2020-07-21;0;192;59
06;2020-07-21;2;181;69
06;2020-07-21;0;135;79
06;2020-07-21;1;99;89
06;2020-07-21;0;42;90
06;2020-07-21;11;1398;0
06;2020-07-22;0;76;09
06;2020-07-22;0;122;19
06;2020-07-22;2;204;29
06;2020-07-22;3;199;39
06;2020-07-22;1;186;49
06;2020-07-22;1;186;59
06;2020-07-22;2;160;69
06;2020-07-22;1;147;79
06;2020-07-22;2;100;89
06;2020-07-22;0;63;90
06;2020-07-22;12;1444;0
06;2020-07-23;0;60;09
06;2020-07-23;2;129;19
06;2020-07-23;7;198;29
06;2020-07-23;0;193;39
06;2020-07-23;0;180;49
06;2020-07-23;3;204;59
06;2020-07-23;1;160;69
06;2020-07-23;1;121;79
06;2020-07-23;2;131;89
06;2020-07-23;0;50;90
06;2020-07-23;16;1426;0
06;2020-07-24;1;60;09
06;2020-07-24;2;139;19
06;2020-07-24;7;270;29
06;2020-07-24;7;262;39
06;2020-07-24;6;219;49
06;2020-07-24;9;243;59
06;2020-07-24;5;201;69
06;2020-07-24;4;161;79
06;2020-07-24;2;87;89
06;2020-07-24;1;32;90
06;2020-07-24;44;1674;0
06;2020-07-25;0;34;09
06;2020-07-25;0;47;19
06;2020-07-25;2;118;29
06;2020-07-25;0;134;39
06;2020-07-25;0;102;49
06;2020-07-25;2;108;59
06;2020-07-25;0;98;69
06;2020-07-25;0;112;79
06;2020-07-25;0;69;89
06;2020-07-25;0;23;90
06;2020-07-25;4;845;0
06;2020-07-26;0;11;09
06;2020-07-26;0;12;19
06;2020-07-26;1;18;29
06;2020-07-26;3;32;39
06;2020-07-26;1;28;49
06;2020-07-26;0;18;59
06;2020-07-26;1;15;69
06;2020-07-26;1;14;79
06;2020-07-26;0;20;89
06;2020-07-26;1;12;90
06;2020-07-26;8;180;0
07;2020-05-13;0;2;09
07;2020-05-13;0;4;19
07;2020-05-13;1;5;29
07;2020-05-13;0;7;39
07;2020-05-13;0;9;49
07;2020-05-13;2;11;59
07;2020-05-13;0;9;69
07;2020-05-13;1;7;79
07;2020-05-13;0;8;89
07;2020-05-13;0;2;90
07;2020-05-13;4;64;0
07;2020-05-14;0;3;09
07;2020-05-14;0;6;19
07;2020-05-14;0;7;29
07;2020-05-14;0;17;39
07;2020-05-14;0;19;49
07;2020-05-14;0;19;59
07;2020-05-14;0;18;69
07;2020-05-14;2;14;79
07;2020-05-14;1;17;89
07;2020-05-14;1;14;90
07;2020-05-14;4;134;0
07;2020-05-15;0;4;09
07;2020-05-15;0;4;19
07;2020-05-15;0;11;29
07;2020-05-15;2;16;39
07;2020-05-15;0;19;49
07;2020-05-15;0;15;59
07;2020-05-15;0;9;69
07;2020-05-15;0;20;79
07;2020-05-15;1;22;89
07;2020-05-15;2;23;90
07;2020-05-15;5;143;0
07;2020-05-16;0;3;09
07;2020-05-16;0;3;19
07;2020-05-16;0;6;29
07;2020-05-16;0;3;39
07;2020-05-16;0;4;49
07;2020-05-16;0;4;59
07;2020-05-16;0;4;69
07;2020-05-16;0;7;79
07;2020-05-16;0;5;89
07;2020-05-16;0;2;90
07;2020-05-16;0;41;0
07;2020-05-17;0;2;09
07;2020-05-17;0;3;19
07;2020-05-17;0;0;29
07;2020-05-17;0;4;39
07;2020-05-17;0;0;49
07;2020-05-17;0;3;59
07;2020-05-17;0;1;69
07;2020-05-17;0;3;79
07;2020-05-17;0;5;89
07;2020-05-17;0;0;90
07;2020-05-17;0;21;0
07;2020-05-18;0;7;09
07;2020-05-18;0;7;19
07;2020-05-18;0;13;29
07;2020-05-18;0;13;39
07;2020-05-18;0;14;49
07;2020-05-18;0;13;59
07;2020-05-18;0;18;69
07;2020-05-18;1;14;79
07;2020-05-18;0;20;89
07;2020-05-18;1;17;90
07;2020-05-18;2;136;0
07;2020-05-19;0;10;09
07;2020-05-19;0;6;19
07;2020-05-19;0;10;29
07;2020-05-19;0;16;39
07;2020-05-19;1;17;49
07;2020-05-19;0;10;59
07;2020-05-19;0;15;69
07;2020-05-19;0;11;79
07;2020-05-19;0;14;89
07;2020-05-19;0;8;90
07;2020-05-19;1;117;0
07;2020-05-20;0;7;09
07;2020-05-20;0;6;19
07;2020-05-20;0;4;29
07;2020-05-20;0;8;39
07;2020-05-20;0;10;49
07;2020-05-20;0;16;59
07;2020-05-20;0;19;69
07;2020-05-20;1;14;79
07;2020-05-20;0;17;89
07;2020-05-20;0;6;90
07;2020-05-20;1;107;0
07;2020-05-21;0;2;09
07;2020-05-21;0;0;19
07;2020-05-21;0;1;29
07;2020-05-21;0;1;39
07;2020-05-21;0;1;49
07;2020-05-21;0;1;59
07;2020-05-21;0;4;69
07;2020-05-21;0;3;79
07;2020-05-21;0;3;89
07;2020-05-21;0;1;90
07;2020-05-21;0;17;0
07;2020-05-22;0;7;09
07;2020-05-22;0;6;19
07;2020-05-22;0;5;29
07;2020-05-22;0;9;39
07;2020-05-22;0;6;49
07;2020-05-22;0;12;59
07;2020-05-22;0;14;69
07;2020-05-22;0;22;79
07;2020-05-22;0;21;89
07;2020-05-22;1;10;90
07;2020-05-22;1;112;0
07;2020-05-23;0;4;09
07;2020-05-23;0;4;19
07;2020-05-23;0;4;29
07;2020-05-23;0;8;39
07;2020-05-23;0;3;49
07;2020-05-23;0;3;59
07;2020-05-23;0;6;69
07;2020-05-23;0;9;79
07;2020-05-23;0;7;89
07;2020-05-23;2;3;90
07;2020-05-23;2;51;0
07;2020-05-24;0;0;09
07;2020-05-24;0;2;19
07;2020-05-24;0;0;29
07;2020-05-24;0;1;39
07;2020-05-24;0;0;49
07;2020-05-24;0;2;59
07;2020-05-24;0;2;69
07;2020-05-24;0;3;79
07;2020-05-24;0;2;89
07;2020-05-24;0;0;90
07;2020-05-24;0;12;0
07;2020-05-25;0;4;09
07;2020-05-25;0;6;19
07;2020-05-25;0;21;29
07;2020-05-25;1;16;39
07;2020-05-25;0;8;49
07;2020-05-25;0;16;59
07;2020-05-25;0;17;69
07;2020-05-25;0;14;79
07;2020-05-25;0;15;89
07;2020-05-25;0;10;90
07;2020-05-25;1;127;0
07;2020-05-26;0;10;09
07;2020-05-26;0;5;19
07;2020-05-26;0;11;29
07;2020-05-26;0;11;39
07;2020-05-26;0;13;49
07;2020-05-26;0;10;59
07;2020-05-26;0;13;69
07;2020-05-26;2;18;79
07;2020-05-26;0;26;89
07;2020-05-26;0;17;90
07;2020-05-26;2;134;0
07;2020-05-27;0;4;09
07;2020-05-27;0;5;19
07;2020-05-27;0;8;29
07;2020-05-27;0;5;39
07;2020-05-27;0;12;49
07;2020-05-27;0;17;59
07;2020-05-27;0;12;69
07;2020-05-27;0;20;79
07;2020-05-27;2;17;89
07;2020-05-27;0;5;90
07;2020-05-27;3;106;0
07;2020-05-28;0;5;09
07;2020-05-28;0;4;19
07;2020-05-28;0;10;29
07;2020-05-28;0;14;39
07;2020-05-28;1;19;49
07;2020-05-28;0;14;59
07;2020-05-28;0;17;69
07;2020-05-28;1;9;79
07;2020-05-28;0;12;89
07;2020-05-28;0;10;90
07;2020-05-28;2;114;0
07;2020-05-29;0;3;09
07;2020-05-29;0;5;19
07;2020-05-29;0;8;29
07;2020-05-29;1;9;39
07;2020-05-29;0;9;49
07;2020-05-29;0;6;59
07;2020-05-29;0;18;69
07;2020-05-29;2;13;79
07;2020-05-29;3;12;89
07;2020-05-29;0;5;90
07;2020-05-29;6;88;0
07;2020-05-30;0;2;09
07;2020-05-30;2;6;19
07;2020-05-30;0;3;29
07;2020-05-30;1;4;39
07;2020-05-30;0;4;49
07;2020-05-30;0;2;59
07;2020-05-30;0;5;69
07;2020-05-30;0;8;79
07;2020-05-30;0;7;89
07;2020-05-30;1;4;90
07;2020-05-30;4;45;0
07;2020-05-31;0;7;09
07;2020-05-31;0;2;19
07;2020-05-31;0;0;29
07;2020-05-31;1;3;39
07;2020-05-31;0;1;49
07;2020-05-31;0;2;59
07;2020-05-31;0;1;69
07;2020-05-31;0;2;79
07;2020-05-31;0;2;89
07;2020-05-31;0;1;90
07;2020-05-31;1;21;0
07;2020-06-01;0;1;09
07;2020-06-01;0;2;19
07;2020-06-01;0;0;29
07;2020-06-01;0;2;39
07;2020-06-01;0;0;49
07;2020-06-01;0;0;59
07;2020-06-01;0;5;69
07;2020-06-01;0;2;79
07;2020-06-01;0;1;89
07;2020-06-01;0;0;90
07;2020-06-01;0;13;0
07;2020-06-02;0;2;09
07;2020-06-02;0;6;19
07;2020-06-02;3;15;29
07;2020-06-02;0;17;39
07;2020-06-02;0;13;49
07;2020-06-02;0;28;59
07;2020-06-02;0;17;69
07;2020-06-02;0;9;79
07;2020-06-02;0;13;89
07;2020-06-02;1;7;90
07;2020-06-02;4;127;0
07;2020-06-03;0;6;09
07;2020-06-03;0;5;19
07;2020-06-03;0;12;29
07;2020-06-03;0;11;39
07;2020-06-03;0;13;49
07;2020-06-03;0;16;59
07;2020-06-03;0;11;69
07;2020-06-03;1;16;79
07;2020-06-03;0;14;89
07;2020-06-03;0;6;90
07;2020-06-03;1;110;0
07;2020-06-04;0;6;09
07;2020-06-04;0;17;19
07;2020-06-04;0;4;29
07;2020-06-04;1;9;39
07;2020-06-04;0;13;49
07;2020-06-04;0;12;59
07;2020-06-04;0;11;69
07;2020-06-04;0;18;79
07;2020-06-04;0;19;89
07;2020-06-04;0;13;90
07;2020-06-04;1;122;0
07;2020-06-05;0;8;09
07;2020-06-05;0;11;19
07;2020-06-05;0;7;29
07;2020-06-05;0;18;39
07;2020-06-05;1;14;49
07;2020-06-05;0;19;59
07;2020-06-05;0;15;69
07;2020-06-05;1;8;79
07;2020-06-05;0;9;89
07;2020-06-05;0;8;90
07;2020-06-05;3;119;0
07;2020-06-06;0;1;09
07;2020-06-06;0;1;19
07;2020-06-06;0;3;29
07;2020-06-06;0;9;39
07;2020-06-06;0;12;49
07;2020-06-06;0;19;59
07;2020-06-06;0;6;69
07;2020-06-06;0;3;79
07;2020-06-06;0;10;89
07;2020-06-06;0;7;90
07;2020-06-06;0;71;0
07;2020-06-07;0;1;09
07;2020-06-07;0;1;19
07;2020-06-07;0;1;29
07;2020-06-07;0;0;39
07;2020-06-07;0;3;49
07;2020-06-07;2;3;59
07;2020-06-07;1;4;69
07;2020-06-07;0;5;79
07;2020-06-07;0;7;89
07;2020-06-07;0;2;90
07;2020-06-07;3;27;0
07;2020-06-08;0;4;09
07;2020-06-08;0;4;19
07;2020-06-08;0;5;29
07;2020-06-08;0;9;39
07;2020-06-08;0;16;49
07;2020-06-08;1;12;59
07;2020-06-08;0;14;69
07;2020-06-08;0;15;79
07;2020-06-08;2;12;89
07;2020-06-08;0;6;90
07;2020-06-08;3;97;0
07;2020-06-09;0;9;09
07;2020-06-09;0;8;19
07;2020-06-09;0;11;29
07;2020-06-09;0;8;39
07;2020-06-09;0;12;49
07;2020-06-09;0;18;59
07;2020-06-09;0;11;69
07;2020-06-09;0;18;79
07;2020-06-09;1;19;89
07;2020-06-09;2;10;90
07;2020-06-09;3;124;0
07;2020-06-10;0;5;09
07;2020-06-10;0;4;19
07;2020-06-10;0;10;29
07;2020-06-10;3;15;39
07;2020-06-10;0;15;49
07;2020-06-10;0;16;59
07;2020-06-10;0;12;69
07;2020-06-10;0;8;79
07;2020-06-10;1;13;89
07;2020-06-10;0;13;90
07;2020-06-10;4;111;0
07;2020-06-11;0;7;09
07;2020-06-11;4;16;19
07;2020-06-11;1;10;29
07;2020-06-11;0;19;39
07;2020-06-11;2;17;49
07;2020-06-11;1;14;59
07;2020-06-11;0;19;69
07;2020-06-11;1;16;79
07;2020-06-11;0;24;89
07;2020-06-11;0;5;90
07;2020-06-11;9;147;0
07;2020-06-12;1;8;09
07;2020-06-12;1;9;19
07;2020-06-12;0;8;29
07;2020-06-12;0;10;39
07;2020-06-12;0;19;49
07;2020-06-12;2;16;59
07;2020-06-12;0;24;69
07;2020-06-12;2;25;79
07;2020-06-12;0;37;89
07;2020-06-12;0;18;90
07;2020-06-12;6;174;0
07;2020-06-13;0;7;09
07;2020-06-13;0;4;19
07;2020-06-13;0;11;29
07;2020-06-13;0;6;39
07;2020-06-13;0;7;49
07;2020-06-13;0;8;59
07;2020-06-13;0;8;69
07;2020-06-13;0;6;79
07;2020-06-13;0;13;89
07;2020-06-13;0;5;90
07;2020-06-13;0;75;0
07;2020-06-14;0;0;09
07;2020-06-14;0;1;19
07;2020-06-14;0;7;29
07;2020-06-14;0;4;39
07;2020-06-14;0;5;49
07;2020-06-14;0;6;59
07;2020-06-14;0;2;69
07;2020-06-14;0;3;79
07;2020-06-14;1;7;89
07;2020-06-14;0;3;90
07;2020-06-14;1;38;0
07;2020-06-15;0;6;09
07;2020-06-15;2;10;19
07;2020-06-15;0;20;29
07;2020-06-15;0;19;39
07;2020-06-15;1;29;49
07;2020-06-15;1;20;59
07;2020-06-15;2;29;69
07;2020-06-15;1;25;79
07;2020-06-15;1;20;89
07;2020-06-15;0;18;90
07;2020-06-15;8;196;0
07;2020-06-16;2;7;09
07;2020-06-16;0;8;19
07;2020-06-16;1;17;29
07;2020-06-16;1;14;39
07;2020-06-16;1;24;49
07;2020-06-16;0;19;59
07;2020-06-16;0;21;69
07;2020-06-16;0;18;79
07;2020-06-16;0;15;89
07;2020-06-16;0;9;90
07;2020-06-16;5;152;0
07;2020-06-17;0;5;09
07;2020-06-17;0;7;19
07;2020-06-17;1;16;29
07;2020-06-17;1;14;39
07;2020-06-17;2;22;49
07;2020-06-17;0;20;59
07;2020-06-17;0;12;69
07;2020-06-17;0;20;79
07;2020-06-17;0;14;89
07;2020-06-17;0;12;90
07;2020-06-17;4;142;0
